"bfi_1"	"bfi_2"	"bfi_3"	"bfi_4"	"bfi_5"	"bfi_6"	"bfi_7"	"bfi_8"	"bfi_9"	"bfi_10"	"bfi_11"	"bfi_12"	"bfi_13"	"bfi_14"	"bfi_15"	"bfi_16"	"bfi_17"	"bfi_18"	"bfi_19"	"bfi_20"	"bfi_21"	"bfi_22"	"bfi_23"	"bfi_24"	"bfi_25"	"bfi_26"	"bfi_27"	"bfi_28"	"bfi_29"	"bfi_30"	"bfi_31"	"bfi_32"	"bfi_33"	"bfi_34"	"bfi_35"	"bfi_36"	"bfi_37"	"bfi_38"	"bfi_39"	"bfi_40"	"bfi_41"	"bfi_42"	"bfi_43"	"bfi_44"	"AgainstAbortion"	"AgainstGayMarriage"	"AgainstUniversalHealthcare"	"AgainstTaxingTheRich"	"ConservativeIdeology"	"PoliticalInterest"	"Vote"	"YearOfBirth"	"Gender"	"Race"	"EducationLevel"	"IncomeLevel"	"State"
"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"disagree a little"	"agree a little"	"agree strongly"	"neither agree nor disagree"	"disagree a little"	"agree strongly"	"agree a little"	"agree strongly"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"agree strongly"	"agree a little"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"disagree strongly "	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"disagree strongly "	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"abortion should be legal with some restrictions."	"strongly favor"	"health insurance should be voluntary"	"somewhat favor"	"conservative"	"very much interested"	"i voted for john mccain"	1949	"male"	"white"	"high school graduate"	"$60,000 - $69,999"	"florida"
"agree strongly"	"disagree a little"	"agree strongly"	"disagree strongly "	"agree a little"	"agree a little"	"agree strongly"	"disagree strongly "	"agree a little"	"agree strongly"	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree a little"	"agree strongly"	"agree strongly"	"agree strongly"	"disagree strongly "	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree strongly "	"disagree a little"	"agree a little"	"agree strongly"	"agree strongly"	"agree a little"	"agree a little"	"agree strongly"	"disagree strongly "	"agree a little"	"disagree strongly "	"agree a little"	"agree a little"	"agree strongly"	"disagree strongly "	"disagree a little"	"abortion should only be legal in special circumstances."	"strongly oppose"	"health insurance should be voluntary"	"somewhat favor"	"very conservative"	"very much interested"	"i voted for john mccain"	1962	"female"	"white"	"some college"	"$100,000 - $119,999"	"florida"
"agree a little"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"disagree strongly "	"disagree strongly "	"agree strongly"	"disagree a little"	"agree a little"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"disagree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"disagree strongly "	"agree strongly"	"abortion should be legal with some restrictions."	"strongly favor"	"companies should be required to provide health insurance"	"strongly favor"	"moderate"	"very much interested"	"i voted for barack obama"	1932	"female"	"hispanic"	"post-grad"	"$50,000 - $59,999"	"texas"
"agree a little"	"agree a little"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"disagree a little"	"agree a little"	"agree strongly"	"agree a little"	"disagree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"disagree strongly "	"disagree a little"	"agree a little"	"disagree a little"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"agree strongly"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"disagree a little"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"disagree a little"	"abortion should be legal with some restrictions."	"somewhat favor"	"health insurance should be voluntary"	"strongly oppose"	"moderate"	"very much interested"	"i voted for john mccain"	1973	"male"	"white"	"college graduate"	"$80,000 - $99,999"	"florida"
"agree a little"	"agree a little"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"agree strongly"	"neither agree nor disagree"	"disagree a little"	"agree strongly"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"disagree a little"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"abortion should be legal with some restrictions."	"somewhat favor"	"gov should provide everyone with health care"	"somewhat favor"	"moderate"	"very much interested"	"i voted for barack obama"	1956	"male"	"white"	"college graduate"	"$60,000 - $69,999"	"rhode island"
"agree a little"	"agree a little"	"agree strongly"	"disagree a little"	"agree strongly"	"agree a little"	"agree a little"	"disagree a little"	"agree strongly"	"agree strongly"	"agree strongly"	"disagree a little"	"agree strongly"	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"disagree strongly "	"disagree a little"	"agree strongly"	"agree a little"	"agree a little"	"disagree strongly "	"agree strongly"	"agree a little"	"agree a little"	"disagree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"agree strongly"	"agree a little"	"agree strongly"	"disagree a little"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"neither agree nor disagree"	"abortion should only be legal in special circumstances."	"strongly oppose"	"health insurance should be voluntary"	"strongly oppose"	"very conservative"	"very much interested"	"i voted for john mccain"	1950	"male"	"white"	"some college"	"$150,000 or more"	"florida"
"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"disagree a little"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree strongly"	"disagree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"disagree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"disagree strongly "	"agree a little"	"agree a little"	"agree strongly"	"abortion should be illegal. it should never be allowed."	"somewhat oppose"	"health insurance should be voluntary"	"strongly oppose"	"conservative"	"very much interested"	"i voted for john mccain"	1957	"male"	"white"	"post-grad"	"$100,000 - $119,999"	"massachusetts"
"agree strongly"	"disagree strongly "	"agree a little"	"disagree a little"	"neither agree nor disagree"	"disagree a little"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"disagree a little"	"agree strongly"	"agree strongly"	"disagree a little"	"agree strongly"	"agree strongly"	"agree a little"	"agree strongly"	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"disagree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"disagree strongly "	"agree strongly"	"agree strongly"	"disagree a little"	"disagree a little"	"agree strongly"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"agree strongly"	"agree a little"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"agree strongly"	"agree strongly"	"agree strongly"	"disagree strongly "	"abortion should be legal with some restrictions."	"strongly oppose"	"health insurance should be voluntary"	"somewhat oppose"	"very conservative"	"somewhat interested"	"i voted for john mccain"	1953	"male"	"white"	"some college"	"$60,000 - $69,999"	"wisconsin"
"agree strongly"	"disagree a little"	"agree strongly"	"agree a little"	"agree strongly"	"agree a little"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"agree strongly"	"neither agree nor disagree"	"disagree a little"	"agree strongly"	"disagree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree strongly "	"agree a little"	"agree strongly"	"disagree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"agree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree strongly "	"agree a little"	"disagree strongly "	"agree a little"	"disagree strongly "	"neither agree nor disagree"	"disagree strongly "	"agree a little"	"disagree strongly "	"agree strongly"	"abortion should be illegal. it should never be allowed."	"strongly oppose"	"health insurance should be voluntary"	"strongly oppose"	"very conservative"	"very much interested"	"i voted for john mccain"	1938	"female"	"white"	"some college"	"$30,000 - $39,999"	"arizona"
"agree a little"	"disagree a little"	"agree a little"	"disagree strongly "	"agree a little"	"agree a little"	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"disagree strongly "	"neither agree nor disagree"	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"disagree strongly "	"agree a little"	"neither agree nor disagree"	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"agree strongly"	"disagree a little"	"agree a little"	"disagree strongly "	"neither agree nor disagree"	"disagree strongly "	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"agree a little"	"abortion should always be legal."	"strongly favor"	"gov should provide everyone with health care"	"strongly favor"	"liberal"	"very much interested"	"i voted for barack obama"	1961	"male"	"white"	"2 year college"	"$150,000 or more"	"connecticut"
"disagree strongly "	"disagree strongly "	"agree strongly"	"disagree strongly "	"disagree a little"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"disagree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree strongly"	"neither agree nor disagree"	"disagree a little"	"disagree a little"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"disagree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"agree a little"	"disagree a little"	"agree strongly"	"agree strongly"	"agree a little"	"disagree a little"	"disagree strongly "	"abortion should only be legal in special circumstances."	"somewhat favor"	"health insurance should be voluntary"	"strongly oppose"	"conservative"	"very much interested"	"i voted for john mccain"	1958	"male"	"white"	"college graduate"	"$60,000 - $69,999"	"florida"
"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree a little"	"agree strongly"	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"agree a little"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"disagree a little"	"agree strongly"	"agree strongly"	"agree a little"	"disagree a little"	"disagree strongly "	"agree a little"	"disagree a little"	"agree a little"	"agree a little"	"agree strongly"	"agree strongly"	"agree strongly"	"agree a little"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"disagree strongly "	"agree a little"	"agree a little"	"agree strongly"	"disagree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"abortion should be legal with some restrictions."	"somewhat favor"	"health insurance should be voluntary"	"somewhat favor"	"conservative"	"very much interested"	"i voted for john mccain"	1949	"male"	"white"	"college graduate"	"$100,000 - $119,999"	"california"
